id,first_name,middle_name,last_name,email,email_confidence,email_do_not_call,phone_number,phone_number_confidence,phone_number_do_not_call,status,segment_id
16,Madison,Nolan,BREWER,MBREWER@mmm.epu,0.41242352205897836,False,533-58-646,0.6457921180631032,False,lead,6
16,Madison,Nolan,BREWER,MBREWER@mmm.epu,0.41242352205897836,False,4864996660,0.9227464709948969,False,lead,6
17,Landen,Trinity,TODD,,,,865-01-604,0.6696746830636842,False,prospect,7
17,Landen,Trinity,TODD,,,,6277467418,0.439692774637373,False,prospect,7
18,Ashlee,Pamela,COOK,AshleeCOOK@fakedomain.eru,0.5648531985186815,False,(649)454000,0.7828107549811761,False,lead,0
18,Ashlee,Pamela,COOK,AshleeCOOK@fakedomain.eru,0.5648531985186815,False,9635835887,0.8778762480110547,True,lead,0
18,Ashlee,Pamela,COOK,AshleeCOOK@fakedomain.eru,0.5648531985186815,False,9510959705,0.6522480055084977,False,lead,0
19,Alyssa,Leila,KNIGHT,Alyssa.KNIGHT@donotcontact.cbm,0.8861468860066064,False,,,,lead,6
19,Alyssa,Leila,KNIGHT,Alyssa.KNIGHT@fakedomain.eru,0.20893075823380547,False,,,,lead,6
19,Alyssa,Leila,KNIGHT,Alyssa.KNIGHT@untrustworthy.oeg,0.16901496526228899,False,,,,lead,6
20,Jason,Arely,COLLIER,Jason.COLLIER@donotcontact.cbm,0.6144933418939985,True,1043267538,0.33696346277307176,False,customer,7
20,Jason,Arely,COLLIER,Jason.COLLIER@fakedomain.eru,0.38850130017849205,False,1043267538,0.33696346277307176,False,customer,7
21,Ryan,Deborah,MIDDLETON,Ryan.MIDDLETON@mmm.epu,0.6044101568715493,True,0230295099,0.3635987782008413,True,lapsed,3
21,Ryan,Deborah,MIDDLETON,Ryan.MIDDLETON@fakedomain.eru,0.6099694128527524,True,6330580840,0.9748336717156854,False,lapsed,3
21,Ryan,Deborah,MIDDLETON,Ryan.MIDDLETON@mmm.epu,0.6044101568715493,True,331-08-410,0.47693674653647256,False,lapsed,3
21,Ryan,Deborah,MIDDLETON,Ryan.MIDDLETON@fakedomain.eru,0.6099694128527524,True,0230295099,0.3635987782008413,True,lapsed,3
21,Ryan,Deborah,MIDDLETON,Ryan.MIDDLETON@mmm.epu,0.6044101568715493,True,6330580840,0.9748336717156854,False,lapsed,3
21,Ryan,Deborah,MIDDLETON,Ryan.MIDDLETON@fakedomain.eru,0.6099694128527524,True,331-08-410,0.47693674653647256,False,lapsed,3
22,Tessa,Toby,WRIGHT,Tessa.WRIGHT@fakedomain.eru,0.9809480390968314,False,,,,prospect,4
22,Tessa,Toby,WRIGHT,TWRIGHT@mmm.epu,0.30091794280598916,False,,,,prospect,4
22,Tessa,Toby,WRIGHT,TWRIGHT@mmm.epu,0.16192535890480542,False,,,,prospect,4
23,Ryan,Barrett,DAVIS,RDAVIS@untrustworthy.oeg,0.682121298877139,False,,,,lead,3
23,Ryan,Barrett,DAVIS,RyanDAVIS@untrustworthy.oeg,0.9735006049583332,True,,,,lead,3
24,Kimberly,Ashanti,BURKE,Kimberly.BURKE@donotcontact.cbm,0.21842753492867495,False,,,,lead,10
24,Kimberly,Ashanti,BURKE,KBURKE@untrustworthy.oeg,0.23973312337831265,False,,,,lead,10
25,Dylan,Davin,POWELL,DPOWELL@donotcontact.cbm,0.28725217752833054,False,925-20-609,0.4843812061642194,False,customer,8
25,Dylan,Davin,POWELL,Dylan.POWELL@fakedomain.eru,0.5341341464527514,True,925-20-609,0.4843812061642194,False,customer,8
26,Nicolas,Vanessa,JOHNSON,Nicolas.JOHNSON@mmm.epu,0.6142688825097524,True,,,,lapsed,7
26,Nicolas,Vanessa,JOHNSON,Nicolas.JOHNSON@mmm.epu,0.604250987727426,False,,,,lapsed,7
26,Nicolas,Vanessa,JOHNSON,Nicolas.JOHNSON@donotcontact.cbm,0.279353173775854,False,,,,lapsed,7
26,Nicolas,Vanessa,JOHNSON,Nicolas.JOHNSON@fakedomain.eru,0.8390596984502174,True,,,,lapsed,7
27,Rosalie,Trace,MCCURRY,Rosalie.MCCURRY@fakedomain.eru,0.8779604947792146,False,706-98-777,0.3802435424567,True,customer,1
28,Alexandra,Nikolas,CHIPMAN,,,,,,,lead,4
29,Matthew,Rodrigo,LAWSON,Matthew.LAWSON@fakedomain.eru,0.9115511444085995,False,6522105244,0.712045159074351,False,prospect,9
29,Matthew,Rodrigo,LAWSON,Matthew.LAWSON@fakedomain.eru,0.46456437637856274,True,6522105244,0.712045159074351,False,prospect,9
29,Matthew,Rodrigo,LAWSON,MatthewLAWSON@mmm.epu,0.25184614803958905,False,6522105244,0.712045159074351,False,prospect,9
30,Emerson,Clare,WILLIS,EWILLIS@donotcontact.cbm,0.6017201661221134,False,0257942697,0.24743746845349934,False,lead,8
30,Emerson,Clare,WILLIS,Emerson.WILLIS@mmm.epu,0.06889895867467521,False,4901106853,0.7112844942881398,False,lead,8
30,Emerson,Clare,WILLIS,EWILLIS@donotcontact.cbm,0.6017201661221134,False,4293472612,0.5895347601083952,False,lead,8
30,Emerson,Clare,WILLIS,Emerson.WILLIS@mmm.epu,0.06889895867467521,False,0257942697,0.24743746845349934,False,lead,8
30,Emerson,Clare,WILLIS,EWILLIS@donotcontact.cbm,0.6017201661221134,False,4901106853,0.7112844942881398,False,lead,8
30,Emerson,Clare,WILLIS,Emerson.WILLIS@mmm.epu,0.06889895867467521,False,4293472612,0.5895347601083952,False,lead,8
31,Carter,August,SANDOVAL,Carter.SANDOVAL@mmm.epu,0.4676771276937296,True,,,,lead,3
31,Carter,August,SANDOVAL,CarterSANDOVAL@donotcontact.cbm,0.12736664874457904,False,,,,lead,3
31,Carter,August,SANDOVAL,CSANDOVAL@fakedomain.eru,0.3224331768281753,True,,,,lead,3
32,Christopher,Justice,ELKINS,Christopher.ELKINS@mmm.epu,0.7646551576588101,True,4657212184,0.504103779093642,False,prospect,4
32,Christopher,Justice,ELKINS,Christopher.ELKINS@untrustworthy.oeg,0.6836847237107895,False,(959)847309,0.05544781274711208,False,prospect,4
32,Christopher,Justice,ELKINS,Christopher.ELKINS@mmm.epu,0.9073293932665851,False,4657212184,0.504103779093642,False,prospect,4
32,Christopher,Justice,ELKINS,Christopher.ELKINS@mmm.epu,0.7646551576588101,True,(959)847309,0.05544781274711208,False,prospect,4
32,Christopher,Justice,ELKINS,Christopher.ELKINS@untrustworthy.oeg,0.6836847237107895,False,4657212184,0.504103779093642,False,prospect,4
32,Christopher,Justice,ELKINS,Christopher.ELKINS@mmm.epu,0.9073293932665851,False,(959)847309,0.05544781274711208,False,prospect,4
33,Aaron,Braydon,LAKE,Aaron.LAKE@mmm.epu,0.6244914212765751,False,030-59-754,0.9126879265481358,True,lead,9
33,Aaron,Braydon,LAKE,Aaron.LAKE@untrustworthy.oeg,0.27302532660132306,False,(264)622169,0.5515456445707698,False,lead,9
33,Aaron,Braydon,LAKE,AaronLAKE@fakedomain.eru,0.7337714376283879,False,(317)733175,0.9956485899261612,False,lead,9
33,Aaron,Braydon,LAKE,AaronLAKE@mmm.epu,0.8203844202790943,True,030-59-754,0.9126879265481358,True,lead,9
33,Aaron,Braydon,LAKE,Aaron.LAKE@mmm.epu,0.6244914212765751,False,(264)622169,0.5515456445707698,False,lead,9
33,Aaron,Braydon,LAKE,Aaron.LAKE@untrustworthy.oeg,0.27302532660132306,False,(317)733175,0.9956485899261612,False,lead,9
33,Aaron,Braydon,LAKE,AaronLAKE@fakedomain.eru,0.7337714376283879,False,030-59-754,0.9126879265481358,True,lead,9
33,Aaron,Braydon,LAKE,AaronLAKE@mmm.epu,0.8203844202790943,True,(264)622169,0.5515456445707698,False,lead,9
33,Aaron,Braydon,LAKE,Aaron.LAKE@mmm.epu,0.6244914212765751,False,(317)733175,0.9956485899261612,False,lead,9
33,Aaron,Braydon,LAKE,Aaron.LAKE@untrustworthy.oeg,0.27302532660132306,False,030-59-754,0.9126879265481358,True,lead,9
33,Aaron,Braydon,LAKE,AaronLAKE@fakedomain.eru,0.7337714376283879,False,(264)622169,0.5515456445707698,False,lead,9
33,Aaron,Braydon,LAKE,AaronLAKE@mmm.epu,0.8203844202790943,True,(317)733175,0.9956485899261612,False,lead,9
34,Aiden,Jayden,JACKSON,,,,(972)950670,0.1902566106848671,True,prospect,2
34,Aiden,Jayden,JACKSON,,,,(842)200590,0.5027194877241542,True,prospect,2
34,Aiden,Jayden,JACKSON,,,,(808)371005,0.8358778101052762,False,prospect,2
35,Brooklynn,Mohammad,EVANS,BEVANS@mmm.epu,0.644849377775575,False,807-62-193,0.1044571621664595,False,lead,4
35,Brooklynn,Mohammad,EVANS,Brooklynn.EVANS@donotcontact.cbm,0.2552463307360222,True,6893869241,0.3046595183837899,True,lead,4
35,Brooklynn,Mohammad,EVANS,BrooklynnEVANS@untrustworthy.oeg,0.12228356352203196,True,296-40-925,0.11009330861283095,True,lead,4
35,Brooklynn,Mohammad,EVANS,BEVANS@mmm.epu,0.644849377775575,False,807-62-193,0.1044571621664595,False,lead,4
35,Brooklynn,Mohammad,EVANS,Brooklynn.EVANS@donotcontact.cbm,0.2552463307360222,True,6893869241,0.3046595183837899,True,lead,4
35,Brooklynn,Mohammad,EVANS,BrooklynnEVANS@untrustworthy.oeg,0.12228356352203196,True,296-40-925,0.11009330861283095,True,lead,4
35,Brooklynn,Mohammad,EVANS,BEVANS@mmm.epu,0.644849377775575,False,807-62-193,0.1044571621664595,False,lead,4
35,Brooklynn,Mohammad,EVANS,Brooklynn.EVANS@donotcontact.cbm,0.2552463307360222,True,6893869241,0.3046595183837899,True,lead,4
35,Brooklynn,Mohammad,EVANS,BrooklynnEVANS@untrustworthy.oeg,0.12228356352203196,True,296-40-925,0.11009330861283095,True,lead,4
36,Katelynn,Audrey,MARTINEZ,,,,2587401409,0.2476010607567558,True,prospect,8
37,Jaelynn,Paulina,JONES,Jaelynn.JONES@mmm.epu,0.7227058006347398,True,6240509346,0.3424371924251651,False,lead,10
37,Jaelynn,Paulina,JONES,JJONES@untrustworthy.oeg,0.2821163222079146,True,(064)283292,0.3105763636174401,False,lead,10
37,Jaelynn,Paulina,JONES,JJONES@mmm.epu,0.3807782957356961,True,6240509346,0.3424371924251651,False,lead,10
37,Jaelynn,Paulina,JONES,Jaelynn.JONES@mmm.epu,0.7227058006347398,True,(064)283292,0.3105763636174401,False,lead,10
37,Jaelynn,Paulina,JONES,JJONES@untrustworthy.oeg,0.2821163222079146,True,6240509346,0.3424371924251651,False,lead,10
37,Jaelynn,Paulina,JONES,JJONES@mmm.epu,0.3807782957356961,True,(064)283292,0.3105763636174401,False,lead,10
38,Josiah,Mariah,TAYLOR,,,,,,,prospect,8
39,Colin,Tamara,GARCIA,,,,652-94-046,0.8109280676868498,False,lead,10
39,Colin,Tamara,GARCIA,,,,(692)179031,0.5214386068888129,False,lead,10
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@fakedomain.eru,0.3442860405733442,False,(995)393432,0.2086768779791015,False,lapsed,2
40,Kaiden,Wendy,GROCE,KaidenGROCE@donotcontact.cbm,0.3694854760182089,True,6980900194,0.5495235469909492,True,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@fakedomain.eru,0.903806737163967,False,4124114588,0.2918903542392759,False,lapsed,2
40,Kaiden,Wendy,GROCE,KGROCE@mmm.epu,0.6049120221985598,False,(995)393432,0.2086768779791015,False,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@donotcontact.cbm,0.4056689483736038,False,6980900194,0.5495235469909492,True,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@fakedomain.eru,0.3442860405733442,False,4124114588,0.2918903542392759,False,lapsed,2
40,Kaiden,Wendy,GROCE,KaidenGROCE@donotcontact.cbm,0.3694854760182089,True,(995)393432,0.2086768779791015,False,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@fakedomain.eru,0.903806737163967,False,6980900194,0.5495235469909492,True,lapsed,2
40,Kaiden,Wendy,GROCE,KGROCE@mmm.epu,0.6049120221985598,False,4124114588,0.2918903542392759,False,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@donotcontact.cbm,0.4056689483736038,False,(995)393432,0.2086768779791015,False,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@fakedomain.eru,0.3442860405733442,False,6980900194,0.5495235469909492,True,lapsed,2
40,Kaiden,Wendy,GROCE,KaidenGROCE@donotcontact.cbm,0.3694854760182089,True,4124114588,0.2918903542392759,False,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@fakedomain.eru,0.903806737163967,False,(995)393432,0.2086768779791015,False,lapsed,2
40,Kaiden,Wendy,GROCE,KGROCE@mmm.epu,0.6049120221985598,False,6980900194,0.5495235469909492,True,lapsed,2
40,Kaiden,Wendy,GROCE,Kaiden.GROCE@donotcontact.cbm,0.4056689483736038,False,4124114588,0.2918903542392759,False,lapsed,2
41,Lizbeth,Laney,RODRIGUEZ,,,,,,,lead,8
42,Rachel,Ryan,NELSON,Rachel.NELSON@untrustworthy.oeg,0.5172988130017211,False,(415)473457,0.324355513605749,False,lead,1
42,Rachel,Ryan,NELSON,RNELSON@donotcontact.cbm,0.46335619583219634,False,9757854459,0.48519846947527145,True,lead,1
42,Rachel,Ryan,NELSON,RachelNELSON@untrustworthy.oeg,0.38994166089472015,True,(415)473457,0.324355513605749,False,lead,1
42,Rachel,Ryan,NELSON,Rachel.NELSON@untrustworthy.oeg,0.5172988130017211,False,9757854459,0.48519846947527145,True,lead,1
42,Rachel,Ryan,NELSON,RNELSON@donotcontact.cbm,0.46335619583219634,False,(415)473457,0.324355513605749,False,lead,1
42,Rachel,Ryan,NELSON,RachelNELSON@untrustworthy.oeg,0.38994166089472015,True,9757854459,0.48519846947527145,True,lead,1
43,Nicholas,Clare,WOOD,Nicholas.WOOD@mmm.epu,0.007744417287252503,True,,,,prospect,1
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@donotcontact.cbm,0.5883671986961148,True,(400)441000,0.6385924834759377,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@donotcontact.cbm,0.002119176754891927,False,(335)592337,0.3780261023922863,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@untrustworthy.oeg,0.6799562576226436,False,(400)441000,0.6385924834759377,False,prospect,0
44,Gabriela,Javon,DONALDSON,GDONALDSON@mmm.epu,0.3098216787407503,False,(335)592337,0.3780261023922863,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@donotcontact.cbm,0.28858179063871003,False,(400)441000,0.6385924834759377,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@donotcontact.cbm,0.5883671986961148,True,(335)592337,0.3780261023922863,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@donotcontact.cbm,0.002119176754891927,False,(400)441000,0.6385924834759377,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@untrustworthy.oeg,0.6799562576226436,False,(335)592337,0.3780261023922863,False,prospect,0
44,Gabriela,Javon,DONALDSON,GDONALDSON@mmm.epu,0.3098216787407503,False,(400)441000,0.6385924834759377,False,prospect,0
44,Gabriela,Javon,DONALDSON,GabrielaDONALDSON@donotcontact.cbm,0.28858179063871003,False,(335)592337,0.3780261023922863,False,prospect,0
45,Jose,Jeffery,BISHOP,Jose.BISHOP@donotcontact.cbm,0.5440505599753526,True,(370)844953,0.7122752153583221,False,lead,4
45,Jose,Jeffery,BISHOP,JoseBISHOP@mmm.epu,0.19561019430272442,True,6857668369,0.419859087089952,False,lead,4
45,Jose,Jeffery,BISHOP,JBISHOP@mmm.epu,0.34147864665219807,True,(242)477134,0.756143325192232,False,lead,4
45,Jose,Jeffery,BISHOP,Jose.BISHOP@donotcontact.cbm,0.5440505599753526,True,(370)844953,0.7122752153583221,False,lead,4
45,Jose,Jeffery,BISHOP,JoseBISHOP@mmm.epu,0.19561019430272442,True,6857668369,0.419859087089952,False,lead,4
45,Jose,Jeffery,BISHOP,JBISHOP@mmm.epu,0.34147864665219807,True,(242)477134,0.756143325192232,False,lead,4
45,Jose,Jeffery,BISHOP,Jose.BISHOP@donotcontact.cbm,0.5440505599753526,True,(370)844953,0.7122752153583221,False,lead,4
45,Jose,Jeffery,BISHOP,JoseBISHOP@mmm.epu,0.19561019430272442,True,6857668369,0.419859087089952,False,lead,4
45,Jose,Jeffery,BISHOP,JBISHOP@mmm.epu,0.34147864665219807,True,(242)477134,0.756143325192232,False,lead,4
46,Sabrina,Milo,DENNING,Sabrina.DENNING@untrustworthy.oeg,0.060936683540071646,False,0415640646,0.6564528646433264,False,lead,10
46,Sabrina,Milo,DENNING,SabrinaDENNING@fakedomain.eru,0.077004827928707,True,834-79-867,0.48043896964204846,False,lead,10
46,Sabrina,Milo,DENNING,SabrinaDENNING@donotcontact.cbm,0.1544046517409028,False,0415640646,0.6564528646433264,False,lead,10
46,Sabrina,Milo,DENNING,SDENNING@mmm.epu,0.04703667116540988,False,834-79-867,0.48043896964204846,False,lead,10
46,Sabrina,Milo,DENNING,SDENNING@fakedomain.eru,0.6247207455041258,False,0415640646,0.6564528646433264,False,lead,10
46,Sabrina,Milo,DENNING,Sabrina.DENNING@untrustworthy.oeg,0.060936683540071646,False,834-79-867,0.48043896964204846,False,lead,10
46,Sabrina,Milo,DENNING,SabrinaDENNING@fakedomain.eru,0.077004827928707,True,0415640646,0.6564528646433264,False,lead,10
46,Sabrina,Milo,DENNING,SabrinaDENNING@donotcontact.cbm,0.1544046517409028,False,834-79-867,0.48043896964204846,False,lead,10
46,Sabrina,Milo,DENNING,SDENNING@mmm.epu,0.04703667116540988,False,0415640646,0.6564528646433264,False,lead,10
46,Sabrina,Milo,DENNING,SDENNING@fakedomain.eru,0.6247207455041258,False,834-79-867,0.48043896964204846,False,lead,10
47,Halle,Stacy,BERNIER,HalleBERNIER@fakedomain.eru,0.8844210828517515,False,899-94-416,0.42923741565379403,False,lead,6
47,Halle,Stacy,BERNIER,HBERNIER@fakedomain.eru,0.6965834746141034,False,147-27-333,0.5686902937697228,False,lead,6
47,Halle,Stacy,BERNIER,Halle.BERNIER@fakedomain.eru,0.4835316299500476,True,899-94-416,0.42923741565379403,False,lead,6
47,Halle,Stacy,BERNIER,HalleBERNIER@fakedomain.eru,0.8844210828517515,False,147-27-333,0.5686902937697228,False,lead,6
47,Halle,Stacy,BERNIER,HBERNIER@fakedomain.eru,0.6965834746141034,False,899-94-416,0.42923741565379403,False,lead,6
47,Halle,Stacy,BERNIER,Halle.BERNIER@fakedomain.eru,0.4835316299500476,True,147-27-333,0.5686902937697228,False,lead,6
48,Nicolas,Juliana,BROWN,NicolasBROWN@mmm.epu,0.9824130999645706,False,378-88-767,0.672554197864715,False,customer,10
48,Nicolas,Juliana,BROWN,Nicolas.BROWN@fakedomain.eru,0.34539879047420696,False,(328)230930,0.5875896447772148,True,customer,10
48,Nicolas,Juliana,BROWN,NicolasBROWN@mmm.epu,0.9824130999645706,False,378-88-767,0.672554197864715,False,customer,10
48,Nicolas,Juliana,BROWN,Nicolas.BROWN@fakedomain.eru,0.34539879047420696,False,(328)230930,0.5875896447772148,True,customer,10
49,Caitlyn,Averie,PRICE,Caitlyn.PRICE@untrustworthy.oeg,0.029763145074585995,False,406-13-389,0.04788253494104433,True,lead,2
49,Caitlyn,Averie,PRICE,CPRICE@untrustworthy.oeg,0.14622242794337315,False,0240178446,0.7373205106255881,False,lead,2
49,Caitlyn,Averie,PRICE,Caitlyn.PRICE@untrustworthy.oeg,0.38552264774465106,True,406-13-389,0.04788253494104433,True,lead,2
49,Caitlyn,Averie,PRICE,CPRICE@donotcontact.cbm,0.017096733707023026,False,0240178446,0.7373205106255881,False,lead,2
49,Caitlyn,Averie,PRICE,Caitlyn.PRICE@untrustworthy.oeg,0.029763145074585995,False,406-13-389,0.04788253494104433,True,lead,2
49,Caitlyn,Averie,PRICE,CPRICE@untrustworthy.oeg,0.14622242794337315,False,0240178446,0.7373205106255881,False,lead,2
49,Caitlyn,Averie,PRICE,Caitlyn.PRICE@untrustworthy.oeg,0.38552264774465106,True,406-13-389,0.04788253494104433,True,lead,2
49,Caitlyn,Averie,PRICE,CPRICE@donotcontact.cbm,0.017096733707023026,False,0240178446,0.7373205106255881,False,lead,2
50,Elijah,Hunter,PORTER,ElijahPORTER@mmm.epu,0.5902107494514639,True,,,,customer,10
50,Elijah,Hunter,PORTER,Elijah.PORTER@untrustworthy.oeg,0.7685649623729757,False,,,,customer,10
50,Elijah,Hunter,PORTER,Elijah.PORTER@fakedomain.eru,0.18985929234789167,False,,,,customer,10
